company,product,sales2,z_sales2,currentprice,z_currentprice,numberofstars2,averagerating2,numberofreviews2,z_numberofreviews2,freeshipping2,foreign,bestseller2,etsysince2,dayssincelastreview,z_dayssincelastreview,daysuntilship,z_daysuntilship,betabestseller2,lqtbestseller,uqtnonbestseller
LulaBelleAndCo,Button Earrings / Leopard Button Earrings,9614,-.2020980784044857,4.5,-.1870939891799027,5,4.9701,2014,-.1507856063395946,0,0,0,2013,43,-.5898120631401698,6,.3098560212387669,5410.009065224322,8388,13471
LulaBelleAndCo,Button Earrings / Ireland Button Earring,9615,-.2020632702464445,4.5,-.1870939891799027,5,4.9701,2014,-.1507856063395946,0,0,0,2013,137,-.0342277250889722,6,.3098560212387669,5410.009065224322,8388,13471
LulaBelleAndCo,Button Earrings / Coca-Cola Button Earring // Coke // // USA // America // Fourth of July // Red White Blue // Patriotic // Classic,9614,-.2020980784044857,4.5,-.1870939891799027,5,4.9701,2014,-.1507856063395946,0,0,0,2013,166,.1371759536715037,6,.3098560212387669,5410.009065224322,8388,13471
LulaBelleAndCo,Button Earrings / CLEARANCE! Suzy Q Button Earring,9614,-.2020980784044857,3,-.1952722430852544,5,4.9701,2014,-.1507856063395946,0,0,0,2013,525,2.259035287292567,6,.3098560212387669,5410.009065224322,8388,13471
LulaBelleAndCo,Button Earrings / BEST SELLER:  2 for 6.00 Button Earrings,9613,-.2021328865625269,6,-.1789157352745509,5,4.9701,2014,-.1507856063395946,0,0,0,2013,14,-.7612157419006457,6,.3098560212387669,5410.009065224322,8388,13471
LoveLilyandChloe,"Rose Quartz Stud Earrings, Raw Rose Quartz Earrings, Light Pink Gemstone Earrings, Small Stone Posts Gold Posts Raw Stone Posts Gift G11-504",9633,-.2014367234017032,29.700001,-.0496993194103186,5,4.8697,1910,-.1722406207266674,0,0,0,2014,156,.0780712368575465,1,-.5874862246416519,5410.009065224322,8388,13471
LoveLilyandChloe,"Rose Quartz Stud Earrings, Raw Rose Quartz Earrings, Light Pink Gemstone Earrings, Chunky Stone Posts, Gold Posts, Raw Stone Posts, G10-37",9635,-.2013671070856208,29.700001,-.0496993194103186,5,4.8697,1910,-.1722406207266674,0,0,0,2014,204,.3617738775645411,1,-.5874862246416519,5410.009065224322,8388,13471
LoveLilyandChloe,Natural Geode Earrings - Gold Druzy Earrings - Gray Gemstone Earrings - Birthday Gift Women - G11-416,9632,-.2014715315597443,37.799999,-.0055367566407693,5,4.8697,1910,-.1722406207266674,1,0,0,2014,394,1.484763497029728,1,-.5874862246416519,5410.009065224322,8388,13471
LoveLilyandChloe,Gift For Mom - Sliced Geode Earrings - Natural Geode Earrings - Druzy Earrings - Gemstone Drop Earrings - Mothers Gift - G11-29,9638,-.2012626826114972,37.799999,-.0055367566407693,5,4.8694,1910,-.1722406207266674,0,0,0,2014,567,2.507275097911187,1,-.5874862246416519,5410.009065224322,8388,13471
LoveCarolineO,Pearl Cross Earrings (Mexican Wedding Earrings Religious Catholic Earrings Costume Cosplay Large High Fashion Mexico Faith Jewelry Boho),13220,-.0765798605079689,20,-.1025853654912681,5,4.7856,2296,-.0926095096361857,1,0,0,2013,74,-.4065874410169025,4,-.0490808771134007,5410.009065224322,8388,13471
LoveCarolineO,Gold Cross Earrings (Mexican Wedding Earrings Religious Catholic Earrings Faith Jewelry Boho Gypsy Large Statement Earrings Gift Goddess),13223,-.0764754360338454,20,-.1025853654912681,5,4.7856,2296,-.0926095096361857,1,0,0,2013,25,-.6962005534052927,4,-.0490808771134007,5410.009065224322,8388,13471
LotusandBliss,"Coral Rose Earrings, Simple Flower Earrings, Dark Peach Flower Stud Earrings Coral Colored Jewelry Tropical Jewelry Coral Earrings The Rosie",9742,-.1976426341752139,8,-.168011396734082,5,4.936,2149,-.122935347279452,0,0,0,2016,24,-.7021110250866884,2,-.4080177754655682,5410.009065224322,8388,13471
LizDesign7,Steampunk Octopus  Stud or Dangle Earrings 12mm Earrings/ Silver Pendant Earrings,12884,-.0882754016098074,10,-.157107058193613,5,4.835,2207,-.1109700507943537,0,0,0,2012,21,-.7198424401308756,4,-.0490808771134007,5410.009065224322,8388,13471
LivinFreely,"Galaxy Earrings, Galaxy Print Stud Earrings, Nebula Earrings, Universe Earrings, Galaxy Earrings, Cosmos Jewelry, Planetarium Jewelry",10486,-.1717453645925715,17.99,-.113544226972342,5,4.9036,1748,-.2056609315988384,1,0,0,2012,463,1.892586043046032,4,-.0490808771134007,5410.009065224322,8388,13471
LittleMissGypsyShop,"Old World Swallowtail Butterfly Wing Earrings, Earthy Organic Jewelry, Natural, Bohemian Jewelry, Hippie, Organic, Unique Gift, BW102",9005,-.223296246651568,17.49,-.1162703116074592,5,4.9436,2458,-.0591891987640146,0,0,0,2009,81,-.3652141392471325,1,-.5874862246416519,5410.009065224322,8388,13471
LittleMissGypsyShop,"Gold Mermaid Earrings, Stud Earrings, Scale Earrings, Dragon Scales, Flatback, Ocean, Beach, Rainbow, Costume, Post Earrings, Rose Gold",9005,-.223296246651568,4.9899998,-.1844224274853903,5,4.9436,2458,-.0591891987640146,0,0,0,2009,57,-.5070654596006298,1,-.5874862246416519,5410.009065224322,8388,13471
LittleEnglishJewelry,"Jade Earrings Silver, Jade Earrings, Wire Wrapped Earrings, Tear Drop Earrings, Bridesmaid Gifts, Bridesmaid Earrings, Etsy UK, Women Gifts",13096,-.080896072105076,19,-.1080375347615026,5,4.8675,1385,-.2805471837383329,0,1,0,2012,4,-.8203204587146029,1.5,-.4977520000536101,5410.009065224322,8388,13471
LinaColors,White sea glass earrings lever back earrings leverback sterling silver earrings sea glass jewelry opal like earrings wire wrapped earrings,9737,-.1978166749654198,16,-.1243940425722061,5,4.956,2026,-.1483100277564708,0,0,0,2013,4,-.8203204587146029,4,-.0490808771134007,5410.009065224322,8388,13471
LinaColors,Sea glass stud earrings blue sea glass jewelry handmade earrings bridesmaids seaglass jewelry sterling silver wire wrapped beaded jewelry,9731,-.1980255239136669,12.5,-.1434766350180268,5,4.956,2026,-.1483100277564708,0,0,0,2013,9,-.7907681003076242,4,-.0490808771134007,5410.009065224322,8388,13471
LinaColors,Red sea glass earrings lever back earrings leverback sterling silver earrings sea glass jewelry dark red earrings wire wrapped earrings,9739,-.1977470586493375,16,-.1243940425722061,5,4.956,2026,-.1483100277564708,0,0,0,2013,274,.7755068952622414,4,-.0490808771134007,5410.009065224322,8388,13471
LinaColors,Cobalt blue sea glass earrings seaglass jewelry sea glass jewelry seaglass earrings handmade jewelry handmade earrings bridesmaids favors,9737,-.1978166749654198,12,-.146202719653144,5,4.956,2026,-.1483100277564708,0,0,0,2013,142,-.0046753666819936,4,-.0490808771134007,5410.009065224322,8388,13471
LinaColors,Blue sea glass earrings sea glass jewelry seaglass earrings seaglass jewelry handmade jewelry handmade earrings blue beaded earrings gift,9731,-.1980255239136669,10.5,-.1543809735584958,5,4.9562,2026,-.1483100277564708,0,0,0,2013,24,-.7021110250866884,4,-.0490808771134007,5410.009065224322,8388,13471
LinaColors,Blue sea glass earrings lever back earrings leverback sterling silver earrings sea glass jewelry dangle earrings wire wrapped earrings gift,9737,-.1978166749654198,16,-.1243940425722061,5,4.956,2026,-.1483100277564708,0,0,0,2013,33,-.648916779954127,4,-.0490808771134007,5410.009065224322,8388,13471
LinaColors,Blue sea glass earrings aqua round sea glass dangle earrings tumbled glass jewelry frosted glass recycled glass eco friendly jewelry,9731,-.1980255239136669,12.5,-.1434766350180268,5,4.956,2026,-.1483100277564708,0,0,0,2013,527,2.270856230655359,4,-.0490808771134007,5410.009065224322,8388,13471
LinaColors,Blue earrings with white pearls blue sea glass earrings blue seaglass jewelry seaglass earrings sea glass jewelry handmade earrings beach,9739,-.1977470586493375,16.5,-.1216679579370888,5,4.956,2026,-.1483100277564708,0,0,0,2013,9,-.7907681003076242,4,-.0490808771134007,5410.009065224322,8388,13471
LinaColors,Black sea glass earrings sea glass jewelry seaglass sterling silver jewelry handmade jewelry for women beaded jewelry frosted glass beads,9731,-.1980255239136669,14,-.135298381112675,5,4.9562,2026,-.1483100277564708,0,0,0,2013,29,-.6725586666797099,4,-.0490808771134007,5410.009065224322,8388,13471
LemonWoodMarket,VW Bus Earrings - alder laser cut wood stud earrings,9269,-.2141068929286949,10,-.157107058193613,5,4.9862,2840,.0196167194654258,0,0,0,2008,54,-.524796874644817,4,-.0490808771134007,5410.009065224322,8388,13471
LemonWoodMarket,Sugar Skull earrings - alder laser cut wood earrings - Halloween earrings - Day of the dead earrings - Dia de Muertos,9269,-.2141068929286949,10,-.157107058193613,5,4.9862,2840,.0196167194654258,0,0,0,2008,63,-.4716026295122554,4,-.0490808771134007,5410.009065224322,8388,13471
LemonWoodMarket,Raddish earrings - alder laser cut wood earrings - harry potter earrings - luna lovegood earrings,9269,-.2141068929286949,10,-.157107058193613,5,4.9863,2841,.0198230176806862,0,0,0,2008,224,.4799833111924555,4,-.0490808771134007,5410.009065224322,8388,13471
LemonWoodMarket,Pumpkin earrings - alder laser cut wood earrings - Halloween earrings,9269,-.2141068929286949,10,-.157107058193613,5,4.9862,2840,.0196167194654258,0,0,0,2008,232,.5272670846436212,4,-.0490808771134007,5410.009065224322,8388,13471
LemonWoodMarket,Mountain earrings - alder laser cut wood earrings - Hiking earrings - Nature lover earrings - stocking stuffer for her,9270,-.2140720847706537,10,-.157107058193613,5,4.9862,2841,.0198230176806862,0,0,0,2008,45,-.5779911197773784,4,-.0490808771134007,5410.009065224322,8388,13471
LemonWoodMarket,Mickey mouse earrings - alder laser cut wood earrings - Mickey earrings - Disney earrings - disneyland earrings,9269,-.2141068929286949,10,-.157107058193613,5,4.9863,2841,.0198230176806862,0,0,0,2008,356,1.260165573136691,4,-.0490808771134007,5410.009065224322,8388,13471
LemonWoodMarket,Ghost earrings - alder laser cut wood earrings - Halloween earrings,9269,-.2141068929286949,10,-.157107058193613,5,4.9862,2840,.0196167194654258,0,0,0,2008,550,2.40679707932746,4,-.0490808771134007,5410.009065224322,8388,13471
LemonWoodMarket,Black cat earrings - alder laser cut wood earrings - Halloween earrings,9269,-.2141068929286949,8,-.168011396734082,5,4.9862,2840,.0196167194654258,0,0,0,2008,36,-.6311853649099398,4,-.0490808771134007,5410.009065224322,8388,13471
LemonWoodMarket,Bat earrings - alder laser cut wood earrings - Halloween earrings,9269,-.2141068929286949,8,-.168011396734082,5,4.9862,2840,.0196167194654258,0,0,0,2008,249,.6277451032273484,4,-.0490808771134007,5410.009065224322,8388,13471
Leetie,Light Pink Frosted Classic Hoop Earrings | pastel pink classic hoop lucite earrings,11945,-.1209602620104811,18,-.1134897040317371,5,4.9411,2944,.0410717338524986,0,0,0,2008,276,.7873278386250329,1,-.5874862246416519,5410.009065224322,8388,13471
Leetie,Black Hoop Earrings | Jet Black Acrylic Retro Hoops | vintage lucite small tube hoop earrings,11945,-.1209602620104811,12,-.146202719653144,5,4.9411,2944,.0410717338524986,0,0,0,2008,1,-.8380518737587901,1,-.5874862246416519,5410.009065224322,8388,13471
LeaSpirit,"Peridot Jewelry, Peridot Earrings, Peridot Stud Earrings, August Birthstone Jewelry, August Birthstone Earrings, August Birthstone",11850,-.1242670370243938,60,.1155014053181113,5,4.797,2196,-.1132393311622172,1,0,0,2015,51,-.542528289689004,2,-.4080177754655682,5410.009065224322,8388,13471
LeaSpirit,"Burnt Orange Citrine Stud Earrings, Raw Citrine, Raw Crystal Earrings, Unique Gift, Student Gift, Graduation Gift, Stone Earrings",11850,-.1242670370243938,60,.1155014053181113,5,4.797,2196,-.1132393311622172,1,0,0,2015,1,-.8380518737587901,2,-.4080177754655682,5410.009065224322,8388,13471
LarkKing,"Tiny star stud earrings; black and white star studs; girl star stud earrings; cute star studs; unique stud earrings, women earrings, SE3045",10027,-.1877223091334759,7.3000002,-.1718279141833274,5,4.8497,1549,-.2467142764356412,0,0,0,2014,89,-.3179303657959667,2,-.4080177754655682,5410.009065224322,8388,13471
LarkKing,"Stud earrings, screw stud earrings, black stud earrings,  black studs, black earrings, men studs, surgical steel studs, gold studs, LK3461",10026,-.1877571172915171,7.9899998,-.1680659196746868,5,4.8495,1548,-.2469205746509015,0,0,0,2014,22,-.7139319684494799,2,-.4080177754655682,5410.009065224322,8388,13471
LarkKing,"Stud earrings, FUCK earrings, FUCK studs, black studs;  FUCK stud earrings, statement stud earrings, unique stud earrings, LK3059",10030,-.1876178846593523,9.1899996,-.1615233175903242,5,4.8508,1549,-.2467142764356412,0,0,0,2014,476,1.969422174904177,2,-.4080177754655682,5410.009065224322,8388,13471
LarkKing,Star stud earrings; small star studs; black stud earrings; cute star stud earrings; unique gift for girls; cute stud earrings; studs; SE3048,10030,-.1876178846593523,7.4000001,-.1712826977762633,5,4.8508,1549,-.2467142764356412,0,0,0,2014,0,-.8439623454401858,2,-.4080177754655682,5410.009065224322,8388,13471
LarkKing,Star stud earrings; black stud earrings; black star studs; star studs for women; star studs for men; unique star stud earrings; SE3043,10034,-.1874786520271876,7.1599998,-.172591219753014,5,4.851,1550,-.2465079782203809,0,0,0,2014,608,2.749604436848412,2,-.4080177754655682,5410.009065224322,8388,13471
LarkKing,"Pirate earrings, stainless steel pirate skull stud earrings, skull earrings, skull earring stud, skull studs, tiny skull earring, SE3358",10034,-.1874786520271876,7.6700001,-.1698106121772919,5,4.851,1550,-.2465079782203809,0,0,0,2014,100,-.2529151773006138,2,-.4080177754655682,5410.009065224322,8388,13471
LarkKing,Deer stud earrings; animal studs; animal earrings; black studs; unique studs; statement earrings; men stud earrings; gift for him; SE3009,10033,-.1875134601852287,11.25,-.1502918466058199,5,4.851,1550,-.2465079782203809,0,0,0,2014,0,-.8439623454401858,2,-.4080177754655682,5410.009065224322,8388,13471
LarkKing,"Blue crystal studs, blue stud earrings, surgical steel stud earrings, funky blue earrings, girls earrings, small blue earrings ER329",10027,-.1877223091334759,8.6000004,-.1647400930921038,5,4.8497,1549,-.2467142764356412,0,0,0,2014,323,1.065120007650632,2,-.4080177754655682,5410.009065224322,8388,13471
LanaChayka,Silver Night Crystal Earrings Charcoal Rhinestone Teardrop Earrings Swarovski Crystal Dangle Wedding Earrings Dark Grey Bridesmaids Jewelry,9165,-.2177269413649782,23.5,-.0835027730454474,5,4.9688,2300,-.0917843167751444,0,0,0,2010,330,1.106493309420402,4,-.0490808771134007,5410.009065224322,8388,13471
LanaChayka,Navy Blue Gold Crystal Earrings Swarovski Montana Teardrop Earrings Dark Navy Blue Rhinestone Wedding Earrings Bridal Bridesmaids Jewelry,9165,-.2177269413649782,24.299999,-.0791410417889349,5,4.9686,2300,-.0917843167751444,0,0,0,2010,335,1.13604566782738,4,-.0490808771134007,5410.009065224322,8388,13471
LanaChayka,MOONLIGHT Crystal Earrings Swarovski Moonlight Pale Yellow Grey Silver Rhinestone Earrings Wedding Crystal Dangle Earrings Prom Earrings,9165,-.2177269413649782,24,-.0807766884103302,5,4.9686,2298,-.092196913205665,0,0,0,2010,172,.172638783759878,4,-.0490808771134007,5410.009065224322,8388,13471
LanaChayka,Light Turquoise Crystal Gold Earrings Swarovski Light Turquoise Earrings Teal Turquoise Rhinestone Teardrop Earrings Wedding Earrings,9165,-.2177269413649782,23.9,-.0813219074171912,5,4.9688,2300,-.0917843167751444,0,0,0,2010,397,1.502494912073915,4,-.0490808771134007,5410.009065224322,8388,13471
LanaChayka,Indicolite Teal Crystal Earrings Wedding Dark Teal Rhinestone Earrings Swarovski Indicolite Teardrop Silver Dangle Earrings Bridal Jewelry,9165,-.2177269413649782,27.5,-.0616940959645095,5,4.9686,2299,-.0919906149904047,0,0,0,2010,0,-.8439623454401858,4,-.0490808771134007,5410.009065224322,8388,13471
LanaChayka,Emerald Green Crystal Earrings Swarovski Emerald Rhinestone Vermeil Gold CZ Earrings Wedding Earrings Bridal Bridesmaid Teardrop Earrings,9165,-.2177269413649782,23.9,-.0813219074171912,5,4.9686,2298,-.092196913205665,0,0,0,2010,159,.0958026519017337,4,-.0490808771134007,5410.009065224322,8388,13471
LanaChayka,"Dusty Blue Crystal Earrings, Swarovski Blue Shade Teardrop Earrings, Pastel Blue Silver Bridesmaid Jewelry, Wedding Dusty Blue Prom Earrings",9165,-.2177269413649782,24.299999,-.0791410417889349,5,4.9688,2299,-.0919906149904047,0,0,0,2010,443,1.774376609418118,4,-.0490808771134007,5410.009065224322,8388,13471
LanaChayka,Champagne Crystal Earrings Bridesmaid Teardrop Rhinestone Earrings Swarovski Light Silk Earrings Champagne Silver Earrings Weddings,9165,-.2177269413649782,24.299999,-.0791410417889349,5,4.9688,2299,-.0919906149904047,0,0,0,2010,0,-.8439623454401858,4,-.0490808771134007,5410.009065224322,8388,13471
LanaChayka,"Amethyst Rose Gold Crystal Earrings, Swarovski Amethyst Rhinestone Earrings, Purple Teardrop Earrings, Wedding Purple Jewelry, Prom Earrings",9165,-.2177269413649782,26,-.0698723498698612,5,4.9688,2300,-.0917843167751444,0,0,0,2010,0,-.8439623454401858,4,-.0490808771134007,5410.009065224322,8388,13471
LadyKJewelry,"Calla Lily Earrings, White Gold , Pearl Earrings, Calla Lily Jewelry",13126,-.0798518273638404,24.299999,-.0791410417889349,5,4.8333,2098,-.1334565562577281,0,0,0,2010,554,2.430438966053043,1.5,-.4977520000536101,5410.009065224322,8388,13471
LOUISDUAN,Laboratory Microscope -Biology Earrings -Chemistry Earrings -Microbiologist Earrings -Science Earrings -Doctor Jewelry,10505,-.171084009589789,9.9899998,-.1571615811342179,4.5,4.5729,1305,-.2970510409591581,0,1,0,2014,3,-.8262309303959986,4,-.0490808771134007,5410.009065224322,8388,13471
LITTIONARY,"Tiny Ear Pin Earrings Sleeper Earrings Tiny Ear Climber Rose Gold, Gold or Sterling Silver Staple Earrings Everyday Jewelry LITTIONARY",10379,-.1754698375029784,21,-.0971331962210336,5,4.9231,2338,-.0839449845952524,0,0,0,2013,162,.1135340669459208,4,-.0490808771134007,5410.009065224322,8388,13471
LITTIONARY,Rose Gold Faceted Round Ball Earrings Small Gold Dot Earring Simple Everyday Studs Size 4mm Simple Minimalist Jewelry LITTIONARY,10378,-.1755046456610196,190,.8242834104485945,5,4.9255,2338,-.0839449845952524,0,0,0,2013,1,-.8380518737587901,4,-.0490808771134007,5410.009065224322,8388,13471
LITTIONARY,Mini Diamond Earrings in 14k Gold - Simple Solitaire Diamond Earring - Single Diamond Stud Perfect for Stacking and Layering - Gift for Her,10378,-.1755046456610196,170,.7152400250439048,5,4.9255,2338,-.0839449845952524,0,0,0,2013,1,-.8380518737587901,4,-.0490808771134007,5410.009065224322,8388,13471
LITTIONARY,Dainty Diamond Studs 14k White Gold - Tiny Diamond Earrings - Mini Diamond Stud Earrings - Fine Jewelry Handmade by LITTIONARY,10379,-.1754698375029784,125,.4698924078833529,5,4.9247,2338,-.0839449845952524,0,0,0,2013,113,-.1760790454424694,63,10.53955762427554,5410.009065224322,8388,13471
LITTIONARY,14k Gold Tiny Black Diamond Stud Earrings - Round Black Diamond Earrings 2mm - Best Gift for Her - Minimalist Everyday Jewelry LITTIONARY,10379,-.1754698375029784,125,.4698924078833529,5,4.9247,2338,-.0839449845952524,0,0,0,2013,113,-.1760790454424694,4,-.0490808771134007,5410.009065224322,8388,13471
LITTIONARY,14k Gold Round Bezel Set Diamond Earrings - Mini 2mm Diamond Studs - Tiny Diamond Solitaire Bezel Setting - Everyday Earrings,10378,-.1755046456610196,175,.7425008713950773,5,4.9255,2338,-.0839449845952524,0,0,0,2013,19,-.7316633834936671,4,-.0490808771134007,5410.009065224322,8388,13471
LITTIONARY,14k Gold Mini Pearl Stud Earrings - Multiple Piercing - White Pearl Earrings 3mm - Dainty Delicate Tiny - Minimalist Fine Jewelry LITTIONARY,10379,-.1754698375029784,80,.2245447907228011,5,4.9239,2338,-.0839449845952524,0,0,0,2013,118,-.1465266870354909,4,-.0490808771134007,5410.009065224322,8388,13471
LITTIONARY,14k Gold Daintiest Tiny Diamond Earrings - Mini Diamond Studs - Second Hole Studs - Fine Jewelry Handmade by LITTIONARY,10378,-.1755046456610196,125,.4698924078833529,5,4.9255,2338,-.0839449845952524,0,0,0,2013,578,2.57229028640654,63,10.53955762427554,5410.009065224322,8388,13471
LEJewelryDesigns,"Tiny Birthstone Studs - 4mm Swarovski Crystal Earring, Silver Birthstone Studs, Gold Birthstone Studs, Tiny Sterling Birthstone Earrings",8770,-.2314761637912467,22,-.0916810269507992,5,4.9793,1975,-.1588312367347469,0,0,0,2010,591,2.649126418264685,21,3.001882758880023,5410.009065224322,8388,13471
LEJewelryDesigns,"Texas Earrings - Sterling Texas Studs, Silver Texas Earrings, Texas Pride Jewelry, Native Texan, Gold Texas Studs, Rose Gold Texas Studs, TX",8769,-.2315109719492879,44,.0282666969943595,5,4.9794,1974,-.1590375349500072,1,0,0,2010,40,-.6075434781843569,21,3.001882758880023,5410.009065224322,8388,13471
LEJewelryDesigns,"TEXAS EARRINGS - texas stud earrings, sterling texas earrings, native texan, proud Texan, state ring, texas",8769,-.2315109719492879,44,.0282666969943595,5,4.9794,1974,-.1590375349500072,1,0,0,2010,40,-.6075434781843569,21,3.001882758880023,5410.009065224322,8388,13471
KrisPstudio,"Tiny Geometric Stud Earring - .925 Sterling Silver Square or Triangle dot, Eco-Friendly sterling stud earring, 3mm matte satin",8974,-.2243752995508447,8.5,-.1652853120989647,5,4.8764,1661,-.2236088763264859,1,0,0,2012,11,-.7789471569448329,17.5,2.37374318676373,5410.009065224322,8388,13471
KarnasDesignStudio,VINTAGE ROSE 12mm Cushion Cut Stud Earrings Swarovski Crystals *Pick Your Finish *Karnas Design Studio *Free Shipping,10979,-.1545849426782668,24.5,-.0780506037752129,5,4.9505,3626,.1817671166600337,1,0,0,2013,65,-.459781686149464,4,-.0490808771134007,5410.009065224322,8388,13471
KVEdesigns,Swarovski Crystal Pink Pearl Drop Earrings/Pearl Earrings/ Bridesmaid Jewelry/ Pearl Earrings/ Pearl Bridesmaid Jewelry/White Pearl,11793,-.1262511020327414,23,-.0862288576805647,5,4.8295,2588,-.0323704307801736,0,0,0,2012,420,1.638435760746017,6.5,.3995902458268087,5410.009065224322,8388,13471
KVEdesigns,Rose Gold Clear Swarovski Crystal Bridesmaid Jewelry Set/ Rose Gold Crystal Earrings/ Swarovski Earrings/Wedding Jewelry/Bridesmaid Earrings,11793,-.1262511020327414,15,-.1298462118424406,5,4.8256,2588,-.0323704307801736,0,0,0,2012,7,-.8025890436704157,8,.6687929195909343,5410.009065224322,8388,13471
JuniperandIvy,Hedgehog Earrings - Laser Engraved Wood - Titanium Stud Post Earring Pair,8870,-.2279953479871281,12,-.146202719653144,5,4.9943,2325,-.0866268613936365,0,0,0,2011,313,1.006015290836674,2,-.4080177754655682,5410.009065224322,8388,13471
JujuTreasures,"Purple Galaxy Earrings, Space Earrings, Galaxy Studs, Purple Nebula Earrings. Cosmic Universe Earrings. Celestial Astronomy Gift.",10208,-.1814220325280212,16.25,-.1230310002546475,5,4.949,1498,-.2572354854139173,0,1,0,2009,185,.2494749156180224,2,-.4080177754655682,5410.009065224322,8388,13471
JuiceboxJewels,"MAGNETIC Round 11 mm White Faux Pearl Stud Clip-on Fake Fun Earrings Choose 1 pr, Bridal Wedding",10520,-.1705618872191712,5.9899998,-.1789702582151558,5,4.8617,1243,-.3098415303052977,0,0,0,2015,489,2.046258306762321,2,-.4080177754655682,5410.009065224322,8388,13471
JuiceboxJewels,"Invisible Illusion Clip On, 3-1/4 inch Tassel Dangle,Non-Pierced Handmade Gold Tone Long Chain Earrings, 1 Pair, Choose Color",10512,-.1708403524835007,7.9000001,-.168556613141146,5,4.8617,1243,-.3098415303052977,0,0,0,2015,395,1.490673968711124,2,-.4080177754655682,5410.009065224322,8388,13471
JewelrySavingLives,"Star Ruby Earrings, natural genuine ruby earrings with natural iridescent star, raw genuine ruby studs, ruby earrings",13169,-.0783550765680694,54,.0827883896967044,5,4.8496,1994,-.1549115706448009,1,0,0,2015,258,.6809393483599099,3,-.2285493262894844,5410.009065224322,8388,13471
JewelrySavingLives,"Small rainbow moonstone earrings, small natural moonstone earrings, genuine rainbow moonstone studs, colorful moonstone studs",13167,-.0784246928841518,30.6,-.0447923691469451,5,4.8496,1994,-.1549115706448009,0,0,0,2015,284,.8346116120761986,2,-.4080177754655682,5410.009065224322,8388,13471
JewelrySavingLives,"SALE 25% OFF, Herkimer Diamond Earrings, herkimer raw diamond studs, salt and pepper crystal point dimaond earring, natural crystal",13167,-.0784246928841518,22,-.0916810269507992,5,4.8496,1993,-.1551178688600612,0,0,0,2015,9,-.7907681003076242,2,-.4080177754655682,5410.009065224322,8388,13471
JewelrySavingLives,"Raw sapphire earrings, square rough deep blue sapphire studs, natural sapphire earrings in prong setting, genuine unique  sapphire studs",13169,-.0783550765680694,61.200001,.1220440126020678,5,4.8496,1994,-.1549115706448009,1,0,0,2015,18,-.7375738551750628,3,-.2285493262894844,5410.009065224322,8388,13471
JewelrySavingLives,"Raw ruby earrings, square rough deep red ruby studs, natural ruby earrings in prong setting, genuine unique ruby studs",13181,-.0779373786715752,64.800003,.141671834453937,5,4.8496,1996,-.1544989742142803,1,0,0,2015,338,1.153777082871567,3,-.2285493262894844,5410.009065224322,8388,13471
JewelrySavingLives,"Rainbow moonstone earrings, large natural moonstone earrings, genuine rainbow moonstone studs, colorful moonstone studs in silver",13167,-.0784246928841518,37.799999,-.0055367566407693,5,4.8496,1993,-.1551178688600612,1,0,0,2015,15,-.75530527021925,3,-.2285493262894844,5410.009065224322,8388,13471
JewelrySavingLives,"Oval star sapphire earrings, genuine star sapphire earrings in oval shape, natural star sapphire earrings, blue star sapphire gemstones",13179,-.0780069949876576,58.5,.1073231514127596,5,4.8496,1996,-.1544989742142803,1,0,0,2015,22,-.7139319684494799,3,-.2285493262894844,5410.009065224322,8388,13471
JewelrySavingLives,"Natural 8mm Star Sapphire Earrings, genuine raw sapphires with natural iridescent star, small sapphire earrings, blue sapphire studs",13167,-.0784246928841518,108,.3772055302893667,5,4.8496,1993,-.1551178688600612,1,0,0,2015,23,-.7080214967680842,3,-.2285493262894844,5410.009065224322,8388,13471
JewelrySavingLives,"Genuine black star sapphire earrings, dainty black star sapphire studs, natural star sapphires, 3mm black star sapphire earrings, black star",13181,-.0779373786715752,37.799999,-.0055367566407693,5,4.8496,1996,-.1544989742142803,1,0,0,2015,77,-.3888560259727154,3,-.2285493262894844,5410.009065224322,8388,13471
JewelryMadebyMaggie,Silver Hoop Earrings - 1 1/4 Inch Sterling Silver Hoop Earrings - Mixed Metal Earrings,9469,-.2071452613204577,25,-.0753245191400957,5,4.9564,1806,-.1936956351137402,0,0,0,2009,337,1.147866611190172,3.5,-.1388151017014425,5410.009065224322,8388,13471
JewelryMadebyMaggie,Hoop Earrings - Rustic Hoop Teardrop Earrings - Mixed Metal Earrings - Silver Metal Earrings,9466,-.2072496857945812,25,-.0753245191400957,5,4.9561,1804,-.1941082315442608,0,0,0,2009,42,-.5957225348215656,3.5,-.1388151017014425,5410.009065224322,8388,13471
JewelleryForWorld,Yellow Green Succulent Earrings. Succulent plant jewelry. Botanical jewelry Polymer clay Miniature Plant Earrings. Wedding Succulent Jewelry,9219,-.2158473008307542,43.5,.0255406123592423,5,4.9084,2321,-.0874520542546778,1,1,0,2014,126,-.0992429135843251,10.5,1.117464042531144,5410.009065224322,8388,13471
JewelleryForWorld,Pink rose earrings. Pink flower earrings. Floral earrings. Polymer clay jewelry. Christmas gift for her. Rose jewelry. Blossom jewelery.,9214,-.2160213416209601,32.5,-.034433249613337,5,4.9082,2320,-.0876583524699381,1,1,0,2014,353,1.242434158092503,4,-.0490808771134007,5410.009065224322,8388,13471
