company,product,sales2,z_sales2,currentprice,z_currentprice,numberofstars2,averagerating2,numberofreviews2,z_numberofreviews2,freeshipping2,foreign,bestseller2,etsysince2,dayssincelastreview,z_dayssincelastreview,daysuntilship,z_daysuntilship,betabestseller2,lqtbestseller,uqtnonbestseller
TheVintageAcorn,Geometric Earrings // Triangle Wood Earrings // Mint Earrings // Aqua Earrings // Simple Earrings,12033,-.1178971441028567,9.3400002,-.1607054890800327,5,4.9374,1947,-.1646075867620357,0,1,0,2012,85,-.3415722525215496,2,-.4080177754655682,5410.009065224322,8388,13471
TheTeardropShop,Wire Wrapped Earrings: Clear Iridescent Drop Earrings in Silver. Dangle Earrings. Handmade Jewelry.,9044,-.2219387284879617,28,-.0589680113293922,5,4.8647,1488,-.2592984675665204,1,0,0,2011,58,-.5011549879192341,4,-.0490808771134007,5410.009065224322,8388,13471
TheTeardropShop,White Earrings. Long Earrings. White Dangle Earrings. Long Teardrop Earrings. White Glass Earrings. Wire Wrapped Earrings. Handmade Jewelry,9042,-.2220083448040441,44,.0282666969943595,5,4.8671,1488,-.2592984675665204,1,0,0,2011,58,-.5011549879192341,4,-.0490808771134007,5410.009065224322,8388,13471
TheTeardropShop,Sapphire Blue Seaglass Earrings. Sapphire Blue Earrings. Sapphire Blue Sea Glass Earrings. Wire Wrapped Wing Earrings. Handmade Jewelry.,9042,-.2220083448040441,36,-.0153506571675163,5,4.8671,1488,-.2592984675665204,1,0,0,2011,58,-.5011549879192341,4,-.0490808771134007,5410.009065224322,8388,13471
TheTeardropShop,Red Seaglass Earrings. Seaglass Dangle Earrings. Marquis Style Frosted Earrings. Wire Wrapped Earrings. Handmade Jewelry.,9044,-.2219387284879617,36,-.0153506571675163,5,4.8663,1488,-.2592984675665204,1,0,0,2011,2,-.8321414020773943,4,-.0490808771134007,5410.009065224322,8388,13471
TheTeardropShop,Long Earrings. Green Earrings. Extra Long Dangle Earrings Wire Wrapped Teardrop Earrings in Silver. Handmade Jewelry.,9044,-.2219387284879617,38,-.0044463186270474,5,4.8647,1488,-.2592984675665204,1,0,0,2011,10,-.7848576286262285,4,-.0490808771134007,5410.009065224322,8388,13471
TheTeardropShop,Long Earrings. Extra Long Teardrop Earrings. Purple Earrings Wire Wrapped in Silver. Handmade Jewelry.,9045,-.2219039203299205,38,-.0044463186270474,5,4.8647,1488,-.2592984675665204,1,0,0,2011,558,2.454080852778626,4,-.0490808771134007,5410.009065224322,8388,13471
TheTeardropShop,Lavender Seaglass Earrings. Purple Seaglass Dangle Earrings. Marquis Style Frosted Earrings. Wire Wrapped Earrings. Handmade Jewelry.,9044,-.2219387284879617,36,-.0153506571675163,5,4.8655,1488,-.2592984675665204,1,0,0,2011,2,-.8321414020773943,4,-.0490808771134007,5410.009065224322,8388,13471
TheTeardropShop,BRONZE Earrings - Clouded Purple Teardrop Earrings. Dangle Earrings. Post Earrings. Handmade Jewelry.,9044,-.2219387284879617,30,-.0480636727889233,5,4.8647,1488,-.2592984675665204,1,0,0,2011,300,.9291791589785301,4,-.0490808771134007,5410.009065224322,8388,13471
TheTeardropShop,Amber Seaglass Earrings. Amber Earrings. Amber Sea Glass Earrings. Wire Wrapped Wing Earrings. Handmade Jewelry.,9044,-.2219387284879617,36,-.0153506571675163,5,4.8655,1488,-.2592984675665204,1,0,0,2011,450,1.815749911187888,4,-.0490808771134007,5410.009065224322,8388,13471
ThePeachTree,White Howlite Earrings . White Stone Earrings . White Teardrop Earrings Sterling Silver,10740,-.1629040924501102,22,-.0916810269507992,5,4.9964,4935,.4518114804357864,1,0,0,2008,131,-.0696905551773465,1,-.5874862246416519,5410.009065224322,8388,13471
ThePeachTree,Tiny Pearl Studs . White Pearl Post Earrings . Small Pearl Earrings Dangle . Freshwater Pearl Earrings Studs,10737,-.1630085169242338,20,-.1025853654912681,5,4.9964,4935,.4518114804357864,1,0,0,2008,14,-.7612157419006457,1,-.5874862246416519,5410.009065224322,8388,13471
ThePeachTree,Rainbow Fluorite Earrings . Simple Teardrop Earrings Stone . Fluorite Crystal Earrings Drop . Mental Health Jewelry,10740,-.1629040924501102,24,-.0807766884103302,5,4.9964,4935,.4518114804357864,1,0,0,2008,39,-.6134539498657528,1,-.5874862246416519,5410.009065224322,8388,13471
ThePeachTree,Jade Drop Earrings Gold . Jade Earrings Tear Drop . Natural Gemstone Earrings Dangle NEW,10740,-.1629040924501102,28,-.0589680113293922,5,4.9964,4935,.4518114804357864,1,0,0,2008,272,.76368595189945,1,-.5874862246416519,5410.009065224322,8388,13471
ThePeachTree,Green Natural Stone Earrings . Nature Inspired Jewelry . Unakite Earrings . Green Gemstone Earrings,10739,-.1629389006081514,22,-.0916810269507992,5,4.9964,4935,.4518114804357864,1,0,0,2008,19,-.7316633834936671,1,-.5874862246416519,5410.009065224322,8388,13471
ThePeachTree,Dark Blue Earrings Dangle . Sodalite Earrings Sterling Silver . Gemstone Drop Earrings Silver,10740,-.1629040924501102,22,-.0916810269507992,5,4.9964,4935,.4518114804357864,1,0,0,2008,35,-.6370958365913356,1,-.5874862246416519,5410.009065224322,8388,13471
ThePeachTree,Blue Kyanite Stud Earrings Gold . Natural Stone Earrings Studs Gemstone . Meditation Jewelry Yoga Gifts for Mom,10740,-.1629040924501102,30,-.0480636727889233,5,4.9964,4935,.4518114804357864,1,0,0,2008,9,-.7907681003076242,1,-.5874862246416519,5410.009065224322,8388,13471
TheNorseWind,Celtic Knot Earrings Trinity Pagan Earrings Triquetra Viking Earrings Silver Asatru Celtic Jewelry Viking Jewelry Norse,9087,-.2204419776921907,16.200001,-.1233036045584841,5,4.974,1868,-.1809051457676006,1,1,0,2015,592,2.65503688994608,4,-.0490808771134007,5410.009065224322,8388,13471
TheJadeMine,Nephrite Jade Earrings Special Silver Tone,9349,-.2113222402854,15.98,-.1245030884534158,5,4.925,2076,-.137995116993455,0,0,0,2014,332,1.118314252783193,2,-.4080177754655682,5410.009065224322,8388,13471
TheJadeMine,Canadian Nephrite Jade Stud Earrings,9347,-.2113918566014824,13.98,-.1354074269938848,5,4.925,2072,-.1388203098544963,0,0,0,2014,14,-.7612157419006457,2,-.4080177754655682,5410.009065224322,8388,13471
TheJadeMine,Canadian Nephrite Jade Stud Earrings,9343,-.2115310892336471,13.98,-.1354074269938848,5,4.925,2072,-.1388203098544963,0,0,0,2014,90,-.312019894114571,2,-.4080177754655682,5410.009065224322,8388,13471
TheJadeMine,"Canadian Nephrite Jade Earrings, 0135",9349,-.2113222402854,75.980003,.2026270885590286,5,4.925,2076,-.137995116993455,0,0,0,2014,607,2.743693965167016,2,-.4080177754655682,5410.009065224322,8388,13471
TheFoxandMeJewelry,Tiny Detailed Rose Gold Leaf Earrings | Everyday Dainty Small Drop Jewelry | Gift for Her | Bridesmaids Gift | Nature Lover Gift | Rose Gold,12841,-.0897721524055784,24,-.0807766884103302,5,4.9221,2962,.0447851017271843,0,0,0,2010,6,-.8084995153518114,1.5,-.4977520000536101,5410.009065224322,8388,13471
TheFoxandMeJewelry,Tiny Detailed Gold Leaf Dangle Earrings / Everyday Minimal Dainty Delicate Drop Earrings / Bridesmaids Earrings / Mother's Day Earrings,12841,-.0897721524055784,24,-.0807766884103302,5,4.9221,2962,.0447851017271843,0,0,0,2010,252,.6454765182715356,1.5,-.4977520000536101,5410.009065224322,8388,13471
TheFoxandMeJewelry,Tiny Detailed Gold Leaf  Earrings - Everyday dainty small jewelry,12840,-.0898069605636196,24,-.0807766884103302,5,4.9231,2962,.0447851017271843,0,0,0,2010,252,.6454765182715356,1.5,-.4977520000536101,5410.009065224322,8388,13471
TheCryptOfCuriositie,NEW WEBSITE - www.thecryptofcuriosities.com - Gothic antique silver sword and glass crystal earrings,12215,-.1115620593393609,6614.6299,35.8524530301491,5,4.9781,3169,.0874888322860696,0,1,0,2012,57,-.5070654596006298,10.5,1.117464042531144,5410.009065224322,8388,13471
TheBonnyBoutique,"Ruby Earrings, Silver Rhodium, Red Teardrop Modern Earrings, Minimalism, Bridal, Simple Elegant",11369,-.1410097610422043,27.780001,-.0601674848251363,4.5,4.7284,1388,-.279928289092552,1,1,0,2012,198,.3263110474761667,4,-.0490808771134007,5410.009065224322,8388,13471
TheBonnyBoutique,"Clear Teardrop Earrings, Crystal Bezel Silver Rhodium, Minimalist Modern Earrings, Bridal, Simple Elegant",11369,-.1410097610422043,27.83,-.0598948805212996,4.5,4.7284,1389,-.2797219908772917,1,1,0,2012,237,.5568194430505998,4,-.0490808771134007,5410.009065224322,8388,13471
TheBeanWarehouse,Mercy Wing Stud Earrings || Overwatch Hero Symbol || laser-cut acrylic,9070,-.2210337163788909,7.9000001,-.168556613141146,5,4.9563,1704,-.2147380530702923,0,0,0,2016,69,-.4361397994238811,3,-.2285493262894844,5410.009065224322,8388,13471
TattooedAndChained,"Red, white and blue chainmail Love Knot earrings, American patriotic jewelry",8390,-.2447032638468974,14,-.135298381112675,5,4.9673,1734,-.2085491066124829,0,0,0,2011,344,1.189239912959942,4,-.0490808771134007,5410.009065224322,8388,13471
TakeItPersonallySB,Clemson Tigers earrings - dot button stud earrings,9598,-.2026550089331447,10,-.157107058193613,4.5,4.7,1757,-.2038042476614956,1,0,0,2015,155,.0721607651761508,10.5,1.117464042531144,5410.009065224322,8388,13471
TakeItPersonallySB,Baseball Monogram Earrings - Softball Monogram Earrings - Baseball Jewelry - Softball Jewelry - Baseball Mom - Softball Mom - Personalized,9599,-.2026202007751035,8,-.168011396734082,4.5,4.7021,1758,-.2035979494462353,1,0,0,2015,413,1.597062458976247,10.5,1.117464042531144,5410.009065224322,8388,13471
THEPROUDBUFFALO,Gorgeous White Seahorse (on a sky blue background) Cameo Earrings!!! .925 Hooks!!!  Quality!!!,8718,-.2332861880093884,19.950001,-.1028579697951048,5,4.8288,1637,-.2285600334927335,0,0,0,2013,172,.172638783759878,4,-.0490808771134007,5410.009065224322,8388,13471
THEPROUDBUFFALO,Gorgeous Pink Rose (on a black background) Cameo Earrings!!! .925 Hooks!!!  Quality!!!,8718,-.2332861880093884,19.950001,-.1028579697951048,5,4.8288,1637,-.2285600334927335,0,0,0,2013,1,-.8380518737587901,4,-.0490808771134007,5410.009065224322,8388,13471
THEPROUDBUFFALO,Gorgeous Pink Flamingo (on a black background) Cameo French Earrings!!!  Wonderful Quality!!!,8718,-.2332861880093884,22.950001,-.0865014619844014,5,4.8266,1638,-.2283537352774731,0,0,0,2013,378,1.390195950127396,4,-.0490808771134007,5410.009065224322,8388,13471
SunshineNWhiskeyLife,Browning Earrings-Fish Hook Style Nickel Free Browning Buck Charm Earrings-Ready to SHIP,9774,-.1965287731178959,6,-.1789157352745509,5,4.9169,2137,-.1254109258625758,0,0,0,2014,498,2.099452551894883,2,-.4080177754655682,5410.009065224322,8388,13471
SunnySkiesStudio,WINGED HEART SWEEP   Mixed Metal Sterling Heart and Brass Wing Ear Pin Single Earring,9644,-.2010538336632501,32.950001,-.0319797692820565,5,4.9286,2311,-.089515036407281,0,0,0,2007,539,2.341781890832107,7,.4893244704148506,5410.009065224322,8388,13471
SunnySkiesStudio,SOFT BREEZE Sterling Dangle Earrings Fun Twirl-in Casual Earwear Pair,9643,-.2010886418212913,27.950001,-.0592406156332289,5,4.9286,2311,-.089515036407281,0,0,0,2007,37,-.6252748932285441,7,.4893244704148506,5410.009065224322,8388,13471
SunnySkiesStudio,ROSES EAR WRAP for Right Ear -  Handcrafted Flower and Leaf Brass Ear Cuff Wrap,9643,-.2010886418212913,52.950001,.0770636161226332,5,4.9286,2311,-.089515036407281,0,0,0,2007,120,-.1347057436726994,7,.4893244704148506,5410.009065224322,8388,13471
SunnySkiesStudio,GOLDEN GARDEN Ear WRAP  Flower and Leaf Brass Ear Cuff Wrap,9643,-.2010886418212913,45.950001,.0388984312309918,5,4.9286,2311,-.089515036407281,0,0,0,2007,187,.2612958589808138,7,.4893244704148506,5410.009065224322,8388,13471
SueRunyonDesigns,10mm blue lace agate post earrings rosebud spiral stud earrings gemstone 925 sterling silver or 14k gold filled wire wrapped periwinkle,11740,-.1280959344089242,17.5,-.1162157886668543,5,4.8698,2655,-.0185484503577325,0,0,0,2008,101,-.2470047056192181,2,-.4080177754655682,5410.009065224322,8388,13471
SucreSucreMiniatures,"Pumpkin Pie Earrings - Polymer Clay Pie Jewelry - Miniature Food Jewelry, Thanksgiving Pie Dangle Earrings",10266,-.1794031593616324,18,-.1134897040317371,5,4.8756,2976,.0476732767408287,0,0,0,2013,169,.1549073687156909,14,1.745603614647437,5410.009065224322,8388,13471
SucreSucreMiniatures,"Plain Cheeseburger Earrings, Miniature Food Jewelry, Polymer Clay Dangle Food Earrings, Cheeseburger Jewelry, Cheeseburger Dangle Earrings",10266,-.1794031593616324,20,-.1025853654912681,5,4.8756,2976,.0476732767408287,0,0,0,2013,1,-.8380518737587901,14,1.745603614647437,5410.009065224322,8388,13471
SucreSucreMiniatures,"Bagel Earrings, Miniature Food Jewelry, Handmade Polymer Clay Miniature Bagel and Cream Cheese",10270,-.1792639267294677,16,-.1243940425722061,5,4.8756,2976,.0476732767408287,0,0,0,2013,22,-.7139319684494799,14,1.745603614647437,5410.009065224322,8388,13471
StudioPickles,Rainbow Heart Stud Earrings - LGBT Polymer Clay Jewellery - Nickel Free For Sensitive Ears,8724,-.2330773390611412,8.6000004,-.1647400930921038,5,4.9708,1356,-.2865298319808821,0,1,0,2014,13,-.7671262135820414,4,-.0490808771134007,5410.009065224322,8388,13471
SterlingSimplicity,"Victorian Earrings, Long Drop Earrings, Dangle Earrings, hooks, etched, vintage style, spring, sterling silver earrings, 925",12437,-.1038346482542176,18,-.1134897040317371,5,4.9055,2373,-.0767245470611414,0,0,0,2011,368,1.331091233313439,4,-.0490808771134007,5410.009065224322,8388,13471
SterlingSimplicity,"Silver Victorian Earrings, Sterling Earrings, Filigree Earrings, french hooks, vintage style, dangle, fall fashion, silver earrings, 925",12437,-.1038346482542176,18,-.1134897040317371,5,4.9055,2373,-.0767245470611414,0,0,0,2011,9,-.7907681003076242,4,-.0490808771134007,5410.009065224322,8388,13471
SterlingSimplicity,"Silver Earrings, Art Nouveau Earrings, sterling , french hooks, vintage style, dangle, art deco, fashion, 925",12437,-.1038346482542176,18,-.1134897040317371,5,4.9051,2373,-.0767245470611414,0,0,0,2011,126,-.0992429135843251,4,-.0490808771134007,5410.009065224322,8388,13471
SterlingSimplicity,"SALE Victorian Earrings, Floral Earrings, Gold Earrings, 14k gold filled, hooks, basket, flower, brass, vintage style, dangle, open",12437,-.1038346482542176,17.5,-.1162157886668543,5,4.9051,2373,-.0767245470611414,0,0,0,2011,5,-.8144099870332072,4,-.0490808771134007,5410.009065224322,8388,13471
SterlingSilverUSA,Round Ball Sterling Silver Stud Earrings - 8mm,9028,-.2224956590166207,16.75,-.1203049156195302,5,4.9524,1674,-.2209269995281018,0,0,0,2012,404,1.543868213843685,1.5,-.4977520000536101,5410.009065224322,8388,13471
SquirrelsNestJewelry,"Sterling Silver Minimalist Crossover Open Hoops, Sister Wife Mom Gift, Simple Maine Made Fish Threader Earrings, Fisherwoman, Casual Elegant",12960,-.0856299815986773,30.5,-.045337588153806,5,4.9803,3021,.0569566964275429,0,0,0,2015,194,.3026691607505839,1.5,-.4977520000536101,5410.009065224322,8388,13471
SquirrelsNestJewelry,"Minimalist Crossover Open Hoop, Gold Arc Earring, Maine Fish Earring, Jewelry Under 50, Simple Gold Jewelry, Girlfriend Wife Mom Sister Gift",12960,-.0856299815986773,34.5,-.0235289110728681,5,4.9803,3020,.0567503982122826,0,0,0,2015,154,.0662502934947551,2,-.4080177754655682,5410.009065224322,8388,13471
SquirrelsNestJewelry,"Hammered Silver Sweep Small Ear Climber, Minimalist Ear Pin, Simple Unusual Crawler Earring, Girlfriend Sister Daughter Mom Birthday Gift",12959,-.0856647897567185,13.75,-.1366614234302337,5,4.9803,3020,.0567503982122826,0,0,0,2015,4,-.8203204587146029,2,-.4080177754655682,5410.009065224322,8388,13471
SquirrelsNestJewelry,"Gold Filled Open Hoops 1"" Long, Simple Straight Line, Sleek Modern Minimalist Threader Arc Earring, Wife Sister Mom, Daughter Granddaughter",12960,-.0856299815986773,28.5,-.056241926694275,5,4.9803,3020,.0567503982122826,0,0,0,2015,405,1.549778685525081,2,-.4080177754655682,5410.009065224322,8388,13471
SquirrelsNestJewelry,"3/4"" Gold Open Hoop Earrings, Lightweight Modern Minimalist, Simple Small Arc Hoop, Maine, Girlfriend Mom Sister Daughter Wife Birthday Gift",12959,-.0856647897567185,26.5,-.067146265234744,5,4.9803,3020,.0567503982122826,0,0,0,2015,52,-.5366178180076083,2,-.4080177754655682,5410.009065224322,8388,13471
SprigJewelry,"Topaz Jewelry, Gold November Birthstone Earrings, Dangles, Topaz Drop Earrings, Crystal Birthstone Jewelry",11852,-.1241974207083114,38,-.0044463186270474,5,4.9043,2000,-.153673781353239,1,0,0,2010,2,-.8321414020773943,2,-.4080177754655682,5410.009065224322,8388,13471
SprigJewelry,"Pearl Drop Earrings Gold, Bridesmaid Earrings Set of 5, Pearl Jewelry, Bridesmaid Gold Earrings",11852,-.1241974207083114,72,.1809274365609252,5,4.9053,2001,-.1534674831379787,1,0,0,2010,2,-.8321414020773943,4,-.0490808771134007,5410.009065224322,8388,13471
Splurge,silver hoop earring for men. men's jewelry in brushed stainless steel.,11797,-.1261118694005766,24,-.0807766884103302,5,4.9091,2833,.0181726319586036,0,1,0,2009,15,-.75530527021925,2,-.4080177754655682,5410.009065224322,8388,13471
Splurge,rainbow hematite earrings. niobium hoops. hypoallergenic jewelry.,11797,-.1261118694005766,34,-.0262549957079853,5,4.9083,2831,.017760035528083,0,1,0,2009,44,-.5839015914587741,2,-.4080177754655682,5410.009065224322,8388,13471
Splurge,natural turquoise earrings. small 7/8 inch sterling silver hoops. Canadian seller in Calgary. turquoise jewelry.,11796,-.1261466775586178,48,.0500753740752975,5,4.9079,2830,.0175537373128227,0,1,0,2009,129,-.0815114985401379,2,-.4080177754655682,5410.009065224322,8388,13471
Splurge,mens hoop earrings. black hoops. small hoop earings.,11797,-.1261118694005766,31,-.0426115035186888,5,4.9083,2831,.017760035528083,0,1,0,2009,260,.6927602917227014,2,-.4080177754655682,5410.009065224322,8388,13471
Splurge,gold and silver earrings in hypoallergenic niobium. sensitive earrings. Canadian seller.,11797,-.1261118694005766,34,-.0262549957079853,5,4.9091,2833,.0181726319586036,0,1,0,2009,0,-.8439623454401858,2,-.4080177754655682,5410.009065224322,8388,13471
Splurge,brown hematite earrings. sterling silver earings. copper jewellery.,11797,-.1261118694005766,36,-.0153506571675163,5,4.9091,2833,.0181726319586036,0,1,0,2009,158,.0898921802203379,2,-.4080177754655682,5410.009065224322,8388,13471
Splurge,aquamarine jewelry. blue gemstone earrings. March birthstone,11796,-.1261466775586178,42,.0173623584538906,5,4.9083,2831,.017760035528083,0,1,0,2009,119,-.1406162153540951,2,-.4080177754655682,5410.009065224322,8388,13471
Splurge,ON HOLD blue lapis lazuli earrings in sterling silver. natural stone jewelry,11797,-.1261118694005766,38,-.0044463186270474,5,4.9083,2831,.017760035528083,0,1,0,2009,182,.2317435005738352,2,-.4080177754655682,5410.009065224322,8388,13471
SpiritArtUSA01,July Birthstone - Sterling Silver Ruby Earrings - Tiny Ruby Dangle Earrings - Ruby Jewelry,10289,-.1786025717266851,22.4,-.0895001613225429,5,4.9332,2054,-.142533677729182,0,0,0,2013,172,.172638783759878,1,-.5874862246416519,5410.009065224322,8388,13471
SouthernBelleOOAK,"Silver Lighthouse Earrings, Lighthouse Earrings, Guiding Light, Sterling Silver Plated Earrings, Lighthouse Jewelry, Nautical earrings",12872,-.0886930995063017,12,-.146202719653144,5,4.9518,2938,.0398339445609367,1,0,0,2009,604,2.725962550122829,2.5,-.3182835508775263,5410.009065224322,8388,13471
SoundsofSilver,small gold studs - Gold Pebble Earrings ( 3mm ) - handmade gold stud earrings - gold earrings - simple gold stud earrings,8400,-.2443551822664855,29,-.0535158420591577,5,4.9816,2081,-.1369636259171535,0,0,0,2010,3,-.8262309303959986,1.5,-.4977520000536101,5410.009065224322,8388,13471
SoundsofSilver,"minimal stud earrings - gold stud earrings 3mm  Pebble post earrings, tiny gold earrings, small gold studs, gold earings",8404,-.2442159496343208,29,-.0535158420591577,5,4.9814,2081,-.1369636259171535,0,0,0,2010,28,-.6784691383611056,1.5,-.4977520000536101,5410.009065224322,8388,13471
SoundsofSilver,"Thin Silver Hoop Earrings - Open Almond Hoops - minimalist jewelry, silver earrings, thin hoop earrings",8404,-.2442159496343208,39,.0010058506431871,5,4.9814,2081,-.1369636259171535,0,0,0,2010,221,.4622518961482683,1.5,-.4977520000536101,5410.009065224322,8388,13471
SoundsofSilver,"Thin Gold Open Hoop Earrings - Almond Hoops - minimalist jewelry, gold earrings, thin gold hoop earrings",8400,-.2443551822664855,49,.055527543345532,5,4.9816,2081,-.1369636259171535,0,0,0,2010,479,1.987153589948364,1.5,-.4977520000536101,5410.009065224322,8388,13471
SoundsofSilver,"Thin Gold Hoops, Extra Large Hoop Earrings 2.5"", gold earrings, large gold hoops, gold circle earrings",8400,-.2443551822664855,59,.1100492360478768,5,4.9816,2081,-.1369636259171535,0,0,0,2010,63,-.4716026295122554,1.5,-.4977520000536101,5410.009065224322,8388,13471
SoundsofSilver,"Thin Gold Hoop Earrings, Large Hoop Earrings 2"" large thin gold hoops, gold earrings, minimalist earrings",8400,-.2443551822664855,49,.055527543345532,5,4.9816,2081,-.1369636259171535,0,0,0,2010,15,-.75530527021925,1.5,-.4977520000536101,5410.009065224322,8388,13471
SoundsofSilver,"Small Gold Hoop Earrings, 1"" thin gold hoops, minimalist earrings,  thin gold hoops, gold earrings",8401,-.2443203741084443,35,-.0208028264377508,5,4.9815,2081,-.1369636259171535,0,0,0,2010,53,-.5307073463262126,1.5,-.4977520000536101,5410.009065224322,8388,13471
SoundsofSilver,"Silver Hoop Earrings Small Sterling Silver 1"" thin silver hoops",8405,-.2441811414762796,29,-.0535158420591577,5,4.9814,2081,-.1369636259171535,0,0,0,2010,41,-.6016330065029613,1.5,-.4977520000536101,5410.009065224322,8388,13471
SoundsofSilver,"Silver Heart Stud Earrings with hammered textured- sterling silver sweetheart earrings silver stud earings, post earrings",8400,-.2443551822664855,32,-.0371593342484543,5,4.9816,2081,-.1369636259171535,0,0,0,2010,19,-.7316633834936671,1.5,-.4977520000536101,5410.009065224322,8388,13471
SoundsofSilver,Matte Gold Stud Earrings ( 6 mm ) Handmade Jewelry - Perfect Gold Post Earrings - brushed gold earrings,8401,-.2443203741084443,49,.055527543345532,5,4.9815,2081,-.1369636259171535,0,0,0,2010,56,-.5129759312820255,1.5,-.4977520000536101,5410.009065224322,8388,13471
SoundsofSilver,"Gold Line Earrings - minimalist jewelry, thin gold earrings, minimalist gold earring,  thin open hoop earrings, gold earrings",8400,-.2443551822664855,29,-.0535158420591577,5,4.9816,2081,-.1369636259171535,0,0,0,2010,446,1.792108024462305,1.5,-.4977520000536101,5410.009065224322,8388,13471
SnobishDesign,"Sterling Silver Druzy Earrings, Small Stone Earrings, Gold Filled Earrings, bridesmaid Jewelry, Mom Gifts for Friend, Royal Blue Sapphire",13361,-.0716719102241617,35.66,-.0172043955513311,4.5,4.7387,1641,-.2277348406316922,1,0,0,2010,228,.5036251979180383,4,-.0490808771134007,5410.009065224322,8388,13471
SnobishDesign,"Gold Ruby Earrings, Simple Minimalist Earrings, Everyday Silver Earrings, Bridesmaid Jewelry Gift for Her, Long Rose Gold Earrings, kidney",13363,-.0716022939080793,28.01,-.0589134883887874,4.5,4.7387,1641,-.2277348406316922,1,0,0,2010,52,-.5366178180076083,4,-.0490808771134007,5410.009065224322,8388,13471
SnarkFactory,"Creepy Cute Nu Goth Bubblegum Black i hate the sun Funny Earring, 90s Soft Grunge Pastel Goth Jewelry, Antisocial Sarcastic F*ck You Jewelry",12230,-.1110399369687431,12,-.146202719653144,5,4.8167,2056,-.1421210812986614,0,0,0,2013,7,-.8025890436704157,4,-.0490808771134007,5410.009065224322,8388,13471
SixSistersBeadworks,Initial Earrings • Letter Earrings • Sterling Silver Post • Personalized Birthday Jewelry • Small Dangles • Young Girl Present • MARIELLA,12322,-.107837586428954,16,-.1243940425722061,5,4.9346,1764,-.2023601601546734,0,0,0,2010,36,-.6311853649099398,2,-.4080177754655682,5410.009065224322,8388,13471
SigilPlugs,"Russian Folk Art Plugs. 2g / 6.5mm, 0g / 8mm, 00g / 10mm, 1/2"" / 12.5mm, 9/16"" / 14mm, 5/8"" / 16mm, 3/4"" / 19mm, 7/8"" / 22mm, 1"" / 25mm",13376,-.0711497878535439,18,-.1134897040317371,5,4.9524,2500,-.0505246737230814,0,1,0,2012,27,-.6843796100425014,4,-.0490808771134007,5410.009065224322,8388,13471
SigilPlugs,"Pentagram Plugs / Gauges. 2g / 6.5mm, 0g / 8mm, 00g / 10mm, 1/2"" / 12.5mm, 9/16"" / 14mm, 5/8"" / 16mm, 3/4"" / 19mm, 7/8"" / 22mm, 1"" / 25mm.",13376,-.0711497878535439,18,-.1134897040317371,5,4.9524,2500,-.0505246737230814,0,1,0,2012,96,-.2765570640261967,4,-.0490808771134007,5410.009065224322,8388,13471
SigilPlugs,"Octopus Plugs / Gauges. 2g / 6.5mm, 0g / 8mm, 00g / 10mm, 1/2"" / 12.5mm, 9/16"" / 14mm, 5/8"" / 16mm, 3/4"" / 19mm, 7/8"" / 22mm, 1"" / 25mm",13376,-.0711497878535439,18,-.1134897040317371,5,4.9524,2500,-.0505246737230814,0,1,0,2012,9,-.7907681003076242,4,-.0490808771134007,5410.009065224322,8388,13471
SigilPlugs,"Anatomical Heart Plugs. 2g / 6.5mm, 0g / 8mm, 00g / 10mm, 1/2"" / 12.5mm, 9/16"" / 14mm, 5/8"" /16mm, 3/4"" /19mm, 7/8""/ 22mm, 1""/ 25mm",13376,-.0711497878535439,18,-.1134897040317371,5,4.9524,2500,-.0505246737230814,0,1,0,2012,18,-.7375738551750628,4,-.0490808771134007,5410.009065224322,8388,13471
ShushBear,Big Little Lies Hot Pink Tassel Earrings Tassel Earrings Pink Earrings Reese Witherspoon Earrings.,10658,-.1657583614094875,12,-.146202719653144,5,4.9864,1981,-.157593447443185,1,0,0,2013,350,1.224702743048316,1.5,-.4977520000536101,5410.009065224322,8388,13471
SevenBlueberries,Turquoise Stud Earrings Turquoise Australian Jewellery Seven Blueberries Bridesmaid Gift Idea,8948,-.2252803116599156,11.2,-.1505644561092504,4.5,4.6878,1318,-.294369164160774,0,1,0,2009,86,-.3356617808401539,2,-.4080177754655682,5410.009065224322,8388,13471
SevenBlueberries,Turquoise Stud Earrings Turquoise Australian Jewellery Seven Blueberries,8947,-.2253151198179568,11.2,-.1505644561092504,4.5,4.6878,1318,-.294369164160774,0,1,0,2009,86,-.3356617808401539,2,-.4080177754655682,5410.009065224322,8388,13471
SevenBlueberries,"Turquoise Earrings, Dangle Earrings, Hand Painted Filigree, Bohemian Boho Jewelry, Bridesmaid Earrings, Lightweight Turquoise Earrings",8949,-.2252455035018744,10.5,-.1543809735584958,4.5,4.6878,1318,-.294369164160774,0,1,0,2009,47,-.5661701764145869,4,-.0490808771134007,5410.009065224322,8388,13471
SevenBlueberries,Turquoise Earrings Bohemian Stocking Fillers Gypsy Round Large Patina Sevenblueberries Australia,8948,-.2252803116599156,10.5,-.1543809735584958,4.5,4.6878,1318,-.294369164160774,0,1,0,2009,1,-.8380518737587901,1,-.5874862246416519,5410.009065224322,8388,13471
SevenBlueberries,Turquoise Earrings Bohemian Gypsy Round Large Patina Sevenblueberries Australia,8948,-.2252803116599156,9.6999998,-.1587427100146021,4.5,4.6878,1318,-.294369164160774,0,1,0,2009,165,.131265481990108,4,-.0490808771134007,5410.009065224322,8388,13471
